	STAS	SWHAS104	22_MC_Drinkingwater_source_90.100	23_MC_Drinkingwater_tap_90.100	49_Drinkingwater_influent_winter_90.100	50_Drinkingwater_effluent_winter_90.100	51_Drinkingwater_influent_summer_90.100	52_Drinkingwater_influent_summer_90.100	53_Drinkingwater_effluent_summer_90.100	30_ST_effluent_summer_90.100	31_ST_effluent_winter_90.100	32_ST_influent_summer_90.100	33_ST_influent_winter_90.100	13_ST_ADS_90.100	14_SWT_ADS_90.100	1_ST_AS_0707_90.100	2_ST_AS_0801_90.100	37_ST_AS_foaming_90.100	38_ST_AS_foaming_control_90.100	4_ST_AS_0901_90.100	54_Stanley_AS_90.100	55_Stanley_AS_90.100	56_ST_ADS_March_90.100	57_SWH_ADS_March_90.100	58_SWH_ADS_March_90.100	5_ST_AS_0907_90.100	6_ST_AS_1001_90.100	7_ST_AS_1007_90.100	8_ST_AS_1101_90.100	24_Sediment_fishpond_LWT_90.100	25_Sediment_fishpond_ST_90.100	26_Sediment_fishpond_YTT_90.100	ARG_72_90.100	ARG_73_90.10	ARG_74_90.100	ARG_75_90.100	ARG_76_90.100	ARG_77_90.100	ARG_78_90.100	ARG_79_90.100	ARG_80_90.100	ARG_81_90.100	ARG_82_90.100	ARG_83_90.100	Ocean_1_1_90-100	Ocean_1_2_90-100	Ocean_1_3_90-100
multidrug__emrD	0	0	0	0	0	0	0	0	0	0.000139441	0.00023099	0.013229632	0.024116379	0	0	0	0	0.000429249	0.000233597	1.40E-05	0	0	4.70E-05	0	0	0	0	0	0	0	0	0	0.001422717	0.002765308	0.001668308	4.87E-05	0	2.55E-05	0.000766844	3.71E-05	0.00082588	0.002178561	0.079594062	0.094162679	0	0	0
multidrug__emrE	0	0	0.000458158	0	0	0	0.000169106	0	7.41E-05	0.000184121	9.08E-05	0.003429742	0.006511053	0	0.00019359	0	0	0	0	0	0.000203915	0.000267672	0	0	0	0	5.04E-05	0	6.52E-05	0.000234484	7.47E-05	0	0.000178544	0.000536198	0.001108453	0.00013616	0	0	0.000616753	0.000124422	0.000628566	0.001276868	0.038021537	0.045230195	0.00E+00	0	0
multidrug__emrK	0	0	0	0	0	0	0	0	0	0.00016842	5.16E-05	0.005385379	0.007258512	0	0	0	0	0	0	2.85E-05	0	2.69E-05	4.80E-05	0	0	1.59E-05	3.08E-05	3.15E-05	0	0	6.84E-05	0	0.001254885	0.003036169	0.001266662	0	0	0	0.000728926	1.90E-05	0.000522237	0.000804177	0.075013367	0.085561388	0	0	0
multidrug__major_facilitator_superfamily_transporter	0	0	0	0	0	0	0	0	1.52E-05	0.000105308	6.47E-05	0.007868587	0.011148579	5.44E-05	5.23E-05	1.33E-05	8.64E-06	0.000194666	0	5.70E-05	0.000115824	5.98E-05	3.89E-05	1.32E-05	5.06E-05	2.58E-05	0.000112275	1.27E-05	0.000123376	0	0.000124329	2.33E-05	0.000171851	0.000128601	0.000182269	1.45E-05	1.77E-05	0	0.002107006	0.000188442	0.000456728	0.000755059	0.003111183	0.004094657	0	0	0
multidrug__marR	0	0	0	0	0	0	0	0	0	0.000136215	0	0.007675653	0.006864722	0	0	4.00E-05	0	0	0.000294592	0	0	0	0	0	0	0	7.73E-05	0	0	0	0	0	0.000246368	0.000120155	0.000389768	0	0	0	0.003244871	0.000476682	0.000375138	0.000126305	0.003499813	0.004433144	0	0	0
multidrug__mdfA	0	0	0	0	8.33E-05	3.35E-05	0	0	0	0.000577058	0.00038982	0.018941043	0.026935311	0	0	0	1.31E-05	0.000195822	0	2.60E-05	4.22E-05	0	2.18E-05	0	1.91E-05	2.89E-05	2.91E-05	4.40E-05	0	0	0	0	0.001689287	0.002591533	0.002301293	4.60E-05	5.24E-05	0	0.003005442	0.000179484	0.000695147	0.001188436	0.083035019	0.095071789	0	0	0
multidrug__mdtA	0	0	0	0	0	1.72E-05	3.27E-05	4.63E-05	0	0.000387829	0.00027015	0.011930961	0.021844137	0	5.89E-05	0	1.36E-05	0.000101484	0	0	0.000124137	7.61E-05	6.79E-05	0	4.06E-05	4.45E-05	1.45E-05	0	0	0	6.15E-05	0	0.001289648	0.002938104	0.002277535	0	0	0	0.000696075	7.11E-05	0.000721213	0.001341588	0.094984791	0.114124837	0	0	0
multidrug__mdtB	0	0.00936946361486701	0.000963163	0.000614141	0.002944244	0.000267651	0.001001391	0.001099131	0.000913791	0.000584546	0.000834739	0.014559895	0.028164747	0.000249007	0.001161996	0.000313436	0.000379857	0.001121462	0.001524645	0.000338488	0.004560873	0.004403728	0.000151641	0.000622602	0.000842833	0.00026025	0.000228572	0.000222326	0.000169071	2.66E-05	0.000236975	6.26E-05	0.001524356	0.0029884	0.002375241	8.97E-06	5.50E-05	2.90E-05	0.003134854	0.001733826	0.000662192	0.001495615	0.093247477	0.108161155	0	0	0
multidrug__mdtC	0	0.00951543383671499	0.00085549	0.000831056	0.001793638	0.00021584	0.000721088	0.00087765	0.00237927	0.000572022	0.000447907	0.01480599	0.023833989	0.000429732	0.001108612	0.000522005	0.000461426	0.001706952	0.001724741	0.00046163	0.004935377	0.004906895	0.000271415	0.000725345	0.000689046	0.000306023	0.000284087	0.000255189	0.000291623	0	0.000550101	5.09E-05	0.001258382	0.002617352	0.001590602	9.10E-05	1.12E-05	3.92E-05	0.002836592	0.001330689	0.000734721	0.001242701	0.08421915	0.09753878	0	0	0.000138659
multidrug__mdtD	0	0	0	0	0	0	0	0	0	0.000161448	0.000254465	0.008453597	0.012569292	0	0	0	0	8.86E-05	9.63E-05	1.17E-05	0	0	0	0	1.73E-05	0	0	0	0	0	0	0	0.001047194	0.002416114	0.001805401	0	9.72E-05	0	0.000496254	0.000171443	0.000526622	0.001011784	0.075879591	0.081926002	0	0	9.36E-05
multidrug__mdtE	0	0	5.49E-05	0	0	0	3.39E-05	0	0	0.00029317	0.000234186	0.009006801	0.02053483	0	0	0	0	0.000780031	0.000722348	2.70E-05	4.29E-05	0	2.65E-05	0	1.78E-05	4.94E-05	1.30E-05	0	0.00012827	0	0	0	0.001980217	0.003529214	0.002501477	4.95E-05	0	0	0.001604531	8.63E-05	0.001486897	0.001849107	0.125005965	0.142082882	0	0	0
multidrug__mdtF	0	0	0.000120859	0.001109731	9.85E-05	2.75E-05	2.59E-05	9.04E-06	8.41E-05	0.000314205	0.000163678	0.0075288	0.015494847	0.000275024	0.000139967	0.000213759	0.0001772	0.001246449	0.001617933	0.000414096	0.000106473	0.000120583	0.000295278	0.000248649	0.000227243	0.000261202	0.000321176	0.000364032	0.000197969	0	0.000450579	0	0.001631756	0.003113696	0.00237315	0.000125893	5.52E-05	4.85E-05	0.001305644	0.001344828	0.001001016	0.001988155	0.108758732	0.121934678	0	0	0
multidrug__mdtG	0	0	0	0	8.35E-05	0	0	0	0	0.000354116	0.000325184	0.013395017	0.01886984	0	0	0	0	0	0.000111742	2.83E-05	0	0	4.71E-05	1.76E-05	0	0	1.47E-05	1.40E-05	0	0	0	0	0.000969118	0.002627441	0.001963542	0	2.87E-05	2.52E-05	0.000336435	5.58E-05	0.000623746	0.001103384	0.077205477	0.086048124	0	0	0
multidrug__mdtH	0	0	0.000500016	0	0.00016952	0	3.36E-05	2.33E-05	0	0.000371157	0.000171112	0.011756897	0.018825113	0	0	0	0	0	0.000338561	1.21E-05	0	0	9.23E-05	0	0	3.06E-05	0	0	0	0	0	0	0.000980175	0.002162117	0.001318294	4.64E-05	0	5.00E-05	0.000541347	0	0.000525277	0.001088393	0.075635814	0.085553647	0.000149525	0	0
multidrug__mdtK	0	0	0	0	0.000548901	0	0	0	1.74E-05	0.000956897	0.000986957	0.029816713	0.050317456	0.000454243	0	2.69E-05	0.000122153	0.001095838	0.00031001	9.63E-05	0	4.84E-05	0	3.21E-05	5.54E-05	5.63E-05	7.96E-05	6.66E-05	0.000155727	0	0	0	0.000824625	0.002599398	0.001979986	4.08E-05	7.51E-05	2.20E-05	0.00265486	0.000221419	0.00079161	0.000660094	0.073949801	0.080842464	0.00E+00	0	0
multidrug__mdtL	0	0	0	0	0	0	0	0	0	0.000360474	0.000254794	0.011687047	0.032024897	6.63E-05	0	0	0	0	0	2.82E-05	0	0	0	0	0	9.44E-05	1.53E-05	0	0	0	0	0	0.001805098	0.003596968	0.002405195	4.77E-05	5.85E-05	5.14E-05	0.000989235	1.88E-05	0.001198197	0.00196475	0.107172298	0.119825795	0.000266986	0.000307211	0
multidrug__mdtM	0	0	0	0	0	0	0	0	0	0.000211963	2.42E-05	0.012157956	0.017904842	0.000126508	0	0	0	0	0	0	0	0	0	0	0	0	1.45E-05	0	0	0	0	0	0.001579176	0.002521151	0.002018536	4.55E-05	0	0	0.001092359	3.58E-05	0.001360621	0.001463295	0.110585602	0.129659907	0.000312052	0	0
multidrug__mdtN	0	0	0	0	0	0	0	0	0	0.000264205	8.74E-05	0.003279894	0.015786314	0	0	0	0	0	0	0	0	0	2.87E-05	0	4.74E-05	1.80E-05	1.73E-05	1.78E-05	1.82E-05	0	0	0	0.000736683	0.001987896	0.00133284	0.000111871	0	0	0.000729066	0	0.000753085	0.00177193	0.080456485	0.097732944	0	0	0
multidrug__mdtO	0	0	0	0	0	0	0	0	0	0.000222556	5.86E-05	0.006828073	0.015296162	0	0	0	0	0	0	1.61E-05	0	0	0	0	0	0	1.74E-05	0	1.72E-05	0	0	0	0.001609487	0.003709931	0.002693544	4.07E-05	1.68E-05	5.89E-05	0.00127425	2.15E-05	0.000753127	0.00197887	0.112285507	0.131188344	0.00E+00	0	0
multidrug__mdtP	0	0	0	0	0	0	0	0	0	0.000155823	0.0001842	0.005673918	0.013560916	0	0	0	0	0	0	1.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.001321703	0.003109261	0.001886008	0	2.34E-05	4.12E-05	0.0009249	0	0.000866185	0.002152369	0.104684731	0.120643306	0	0	0
multidrug__mepA	0	0	0	0	0	0	0	0	0	0	0	0	6.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42E-05	0	0	0.000150651	0	0	0	0	0	0	0	0
multidrug__mexA	0	0	0	0	0.000101409	0	4.00E-05	2.46E-05	0	0	0	0.000544327	0.000941342	0.000222082	0.000135202	3.23E-05	0.000148257	0.000312458	0.000900492	8.65E-05	4.75E-05	0	0.000425843	0.000290136	0.000164118	3.67E-05	7.78E-05	1.61E-05	3.07E-05	0	0.000655909	0.000145821	6.78E-05	4.83E-05	0.000164374	2.44E-05	0	5.29E-05	0.001103518	0.001051421	0	0	0.001360237	0.001724475	0.00E+00	0	0
multidrug__mexB	0	0	2.40E-05	0.001220694	0.000130743	3.53E-05	7.74E-05	0.000109698	0.000138294	0.000432347	0.000381551	0.007843155	0.009392686	0.000246923	0.000277224	0.000253953	0.000228541	0.003437927	0.003934243	0.000232393	0.000522574	0.000529659	0.000341693	0.000257029	0.000342892	0.000296798	0.000399493	0.00035164	0.00045183	5.29E-05	0.000455432	6.21E-05	0.000435445	0.000161756	0.000608235	1.81E-05	4.44E-05	3.87E-05	0.004873778	0.0026082	0.000186217	0.000104422	0.008373994	0.009395355	0	0	0
multidrug__mexC	0	0	0.000129903	5.51E-05	0.000882283	3.69E-05	0.000173895	0.000291238	0	2.82E-05	7.77E-05	0.002011558	0.00148576	0	0.000125058	0	1.44E-05	0	0.000117228	1.42E-05	0.000197592	8.08E-05	4.80E-05	0.000190589	0.000126109	4.77E-05	1.54E-05	0	3.03E-05	0	9.11E-05	0	3.92E-05	2.39E-05	0	0	0	0	0.002853334	0.002409029	0	5.03E-05	0.00040152	0.000439596	0	6.70E-05	9.17E-05
multidrug__mexD	0	0	0.00014434	0	0.00055562	0.000157547	0.000225763	0.000332873	7.60E-06	0.000114568	0.000143676	0.003728108	0.003127906	0.000198919	0.000232011	0.00067901	0.000251031	0.000439895	0.001914191	8.98E-05	0.000757906	0.000919764	0.000124572	0.000233226	0.000116901	0.000495961	0.00031951	0.00026865	0.000196938	7.97E-05	0.000270619	2.50E-05	9.46E-05	9.76E-05	0.000172723	3.58E-05	3.29E-05	9.65E-06	0.00716421	0.005103275	0.000105737	0.000242466	0.000990368	0.000741452	0	0	0
multidrug__mexE	0	0	6.32E-05	0	8.23E-05	1.76E-05	8.50E-05	6.93E-05	0	0.000376319	0.000149058	0.004479688	0.007414405	0.000392012	0.000182709	0	9.71E-05	0.000315189	0.000445691	1.34E-05	4.27E-05	5.19E-05	0.00018654	0.000111357	0.000163768	4.50E-05	0	7.67E-05	0	0	0.000310883	9.86E-05	0.000420501	0.000419484	0.000478783	0	0	0	0.000240214	0.000641208	0.000161981	0.000291959	0.016133004	0.016941805	0	6.72E-05	0
multidrug__mexF	0	0.00925411983930521	0.001397473	0.003845926	0.002446723	0.00125503	0.001174668	0.001213291	0.006765963	0.003342711	0.001018046	0.005985512	0.00775058	0.000489606	0.001234075	0.000797241	0.000932086	0.006494309	0.00578383	0.00077554	0.003706354	0.003533317	0.000351014	0.000882447	0.000806329	0.001081309	0.001336322	0.001160585	0.001112941	0.000287781	0.001381624	0.000295837	0.000422554	0.000506478	0.001765781	0.000475002	0.000744897	0.00033205	0.000562961	0.000872401	5.20E-05	0.000128651	0.007913591	0.008272233	0	0	0
multidrug__mexG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172659	0.00019843	9.10E-05
multidrug__mexH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexI	0	0	0.000389832	2.07E-05	0.00019868	2.08E-05	0.000196101	0.000191434	0	0.000168911	0.000300894	0.000241839	0.000880606	0.000252032	0.000141101	0.00027529	0.00028151	0.002269932	0.003174376	0.00031048	0.00033028	0.000303899	9.92E-05	0.000171852	0.000110571	0.000353049	0.000399018	0.000390658	0.000421945	8.07E-05	0.000505561	2.53E-05	6.64E-05	1.80E-05	1.94E-05	0	1.11E-05	0	0.000665779	0.000656329	7.14E-05	0.000160674	0.002291783	0.002975925	0	0	0
multidrug__mexT	0	0	0.000234878	0	0.000724969	0	4.09E-05	0.000261292	2.61E-05	0.001155651	0.000405566	0.028903454	0.034019857	0.000236481	7.36E-05	0.000168459	0.000179067	0.009761914	0.006067336	0.000135319	2.58E-05	6.34E-05	0.000184019	0.000115661	0	0.00024638	0.000129583	0.000259179	0.000173327	0	2.68E-05	0	0.00043822	0.000337457	0.000304074	0	0	0	0.004326499	0.001049476	0.000223383	0.000217553	0.007970272	0.006477827	5.93E-05	6.81E-05	4.67E-05
multidrug__mexW	0	0	0.000791015	4.21E-05	0.002921429	0.00028157	0.000847716	0.000877327	4.69E-05	0.001433581	0.001199744	0.003828693	0.005232926	0.000739922	0.000428793	0.001122629	0.000933869	0.009082168	0.009567197	0.001112905	0.000903546	0.00086165	0.000493647	0.000529516	0.000488276	0.001049234	0.000932095	0.001170075	0.001172793	0.00049088	0.000790125	0.000397979	3.00E-05	3.65E-05	0.000108525	6.42E-05	1.13E-05	2.96E-05	0.001334357	0.001663189	6.34E-05	4.80E-05	0.000675449	0.000717258	0	0.0002129	0
multidrug__mexX	0	0	0	0	8.85E-05	0	1.77E-05	2.48E-05	0	0.000426812	0.000236765	0.015834063	0.033383801	0.000406069	6.29E-05	0	0	0.000876992	0.001188152	8.46E-05	4.45E-05	5.35E-05	0.000145768	0.000211059	0.000423529	3.25E-05	4.57E-05	0.000128313	7.66E-05	0	0.000416589	3.44E-05	0.002012672	0.002738581	0.002470519	7.27E-05	0.000118883	2.61E-05	0.001353517	0.00042431	0.000739212	0.00116229	0.101020216	0.11174728	0.000300172	0.000482453	0.000142077
multidrug__mexY	0	0	0	0	0	1.37E-05	2.57E-05	8.98E-06	0	3.12E-05	4.78E-05	0.000327324	0.000346794	0.000198538	9.26E-05	5.89E-06	2.13E-05	0.000119703	0.000173613	1.58E-05	3.25E-05	3.99E-05	0.000284172	0.000105743	0.000124425	2.95E-05	1.71E-05	5.83E-05	1.68E-05	2.65E-05	0.000126556	3.74E-05	4.36E-05	8.85E-06	0	0	0	0	0.000354662	0.000892121	8.79E-06	9.31E-06	0.000122431	0.000133198	0	0	0
multidrug__mtrE	0	0	0	0	0	0	0	0	0	0	2.14E-05	0.004385189	0.004329163	5.55E-05	0	1.32E-05	0	0	0	2.36E-05	0	0	3.91E-05	0	0	0	1.27E-05	1.30E-05	2.51E-05	0	3.71E-05	0	0	0	0	0	0	0	5.18E-05	4.66E-05	0	0	0	0	0	0	0
multidrug__mtrR	0	0	0	0	0	0	0	0	0	0.000120701	0	0.006059788	0.003857343	0.000123496	0	5.47E-05	5.31E-05	0.000231722	0	0	4.72E-05	0	0	4.09E-05	0	0	5.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__multidrug_ABC_transporter	0	0.0169071808828829	0.001930886	0.005661464	0.01244728	0.002571676	0.002441217	0.003073241	0.007382598	0.00158529	0.00181276	0.01478378	0.015001404	0.003545524	0.003384711	0.003010067	0.003243849	0.01116282	0.010657559	0.003429327	0.002730045	0.002447367	0.003468982	0.003393736	0.0035061	0.003106082	0.00330804	0.002726237	0.004404998	0.002510982	0.00270672	0.002254886	0.007122826	0.006003642	0.006582413	0.005153117	0.005289189	0.005848627	0.006619539	0.002576435	0.003771354	0.003740821	0.007829385	0.008292897	0.00E+00	0	0
multidrug__multidrug_transporter	0.0102916969807937	0.00927167983900028	0.00097341	0.004825901	0.002444674	0.000345626	0.000602249	0.00063668	0.000690938	0.002885236	0.002113858	0.060983798	0.081219549	0.00367236	0.002286602	0.001958602	0.001947595	0.014721067	0.017049151	0.00249982	0.002256635	0.002711826	0.004419787	0.003169941	0.003211646	0.002151945	0.002545093	0.002806118	0.00226723	0.000158463	0.004104741	0.000398991	0.002887079	0.003805879	0.004512543	0.000528032	0.000526477	0.000544774	0.01483823	0.012584432	0.004062869	0.006063145	0.128353126	0.149411929	5.76E-05	0.000113893	0.00015632
multidrug__norA	0	0	0	0	0	0	0	0	0	0	0	0.000241553	0	0	0	1.60E-05	0	0.000107224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.79E-05	0	0	0	0	4.18E-05	0	0.000142797	7.56E-05	0.000378515	0.000200334	5.82E-05	0	0.000646371
multidrug__omp36	0	0	0	0	0	0	0	0	0	0.000666194	0.000213072	0.018574388	0.029149753	0	0	0	1.49E-05	0.000222453	0.000241958	5.88E-05	0	0	2.47E-05	0	0	1.64E-05	0	0	0	0	0	0	0.000930434	0.002071649	0.001199989	2.48E-05	0	0	0.00053698	0	0.000489888	0.000881643	0.069899022	0.081994794	0	0	0
multidrug__ompF	0	0	0	0	0	0	0	0	0	0.000704771	0.000522535	0.033228249	0.054793728	7.31E-05	0	1.71E-05	0	0	0.000736966	3.35E-05	0	0	0	0	0	0.000121532	2.91E-05	3.95E-05	0	0	0	0	0.003528724	0.006599359	0.004423329	0.000133928	0.000132005	5.56E-05	0.001908733	0	0.001511334	0.002949598	0.222309305	0.2498346	0	0	0
multidrug__ompR	0	0	0.001243303	0.011226044	0.006279957	0.000342858	0.001231834	0.001205894	0.013544104	0.001669286	0.002115962	0.051120647	0.08088718	0.003125751	0.001783482	0.001505231	0.001460223	0.007560989	0.00989257	0.001270278	0.001068831	0.001223709	0.002764052	0.001353708	0.001572883	0.002151879	0.00167795	0.002206292	0.002064047	0.002243567	0.002293531	0.001817117	0.003236734	0.003938091	0.002854926	0.000123814	0.000246152	0.000366358	0.009508407	0.005545264	0.002306578	0.003158078	0.131808045	0.149283361	0	0	0
multidrug__opcM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02E-05	0	0	0	0	0	0	0	5.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__opmD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__oprA	0	0	0	0	0	0	1.30E-05	1.82E-05	0	0	1.94E-05	6.03E-05	0.000175609	4.77E-05	4.69E-05	0	0	8.08E-05	0	1.07E-05	3.29E-05	0	3.60E-05	2.86E-05	0	1.19E-05	2.31E-05	3.54E-05	5.69E-05	0	0.000102527	0	0	0	0	0	0	0	4.69E-05	9.96E-05	1.69E-05	0	1.68E-05	0	0	0	0
multidrug__oprC	0	0	3.18E-05	0	6.49E-05	1.36E-05	3.41E-05	2.38E-05	5.03E-06	0.000158535	7.60E-05	0.000138164	0.000249151	3.29E-05	1.54E-05	2.34E-05	3.53E-06	0.000132329	0.000115145	1.40E-05	0.000285731	0.00027779	0	3.74E-05	3.09E-05	3.52E-05	4.15E-05	3.48E-05	2.61E-05	0	1.12E-05	0	0	0	0	0	0	0	5.11E-06	4.66E-06	1.17E-05	1.85E-05	0.00231412	0.002816422	0	0	0
multidrug__oprJ	0	0	0	0	0	0	4.23E-05	1.98E-05	0	0	0	0.000325669	0.000441559	0	5.11E-05	0	0	0	0	0	1.76E-05	0	1.93E-05	3.06E-05	3.38E-05	0	0	3.81E-05	1.22E-05	0	0	0	0	1.95E-05	0	0	0	0	0.002847153	0.001502893	1.94E-05	6.11E-05	0.000190788	0.000160835	3.87E-05	0	3.05E-05
multidrug__oprM	0	0	6.85E-05	0	0.000253256	5.01E-05	7.13E-05	9.89E-05	0	0.000289544	0.000127255	0.00752734	0.011921365	0.000459117	0.000253836	6.53E-05	3.84E-05	0.00080307	0.001255394	0.000108382	0.000261023	0.000173932	0.000104926	0.000404823	0.000282259	3.81E-05	6.28E-05	0.000186192	0.000105879	0	0.000319452	0	0.000243418	0.00020337	0.000235185	2.46E-05	0	0	0.003128748	0.001584605	0.00022127	0.000126755	0.004752587	0.005175325	0	0	0
multidrug__oprN	0	0	0	0	0	1.52E-05	0	0	0	0	0	0	0.000319966	0	0	0	3.54E-05	8.84E-05	0	1.17E-05	0	0	0	0	0	1.30E-05	1.26E-05	0	0	0	0	0	0	0	0	0	0	0	1.71E-05	6.22E-05	0	2.06E-05	0.000135558	0	0	0	0
multidrug__pmrA	0	0	0	0	0	0	3.90E-05	0	0	0.000315612	2.93E-05	0	0	0	0	0	0	0	0	0	0	0	2.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacA	0	0	0	0	0	0	0	0	0	0	0	0	5.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacB	0	0	0	0	0	0	0	0	0	2.11E-05	0	0	0	0	0	0	0	0	0.000264789	0	0	0	0	0	0	0	0	0	1.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142264	6.02E-05	0	0	0
multidrug__qacG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212751	8.65E-05	0	0	0	0	0.000150651	0	8.59E-05	0	0.000939676	0.00014454	0.00E+00	0	0
multidrug__sdeY	0	0	0	0	0	0	0	0	0	1.03E-05	0	0.000266374	0.000287391	0	0	5.86E-06	5.30E-06	0.000158744	0	2.10E-05	0	0	0	0	0	0	5.66E-06	1.16E-05	1.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96E-05	8.83E-05	0	0	0
multidrug__smeB	0	0	0	0.000467698	3.25E-05	1.36E-05	1.92E-05	1.79E-05	1.51E-05	8.28E-05	1.90E-05	0.002372286	0.001554869	4.94E-05	0	0.000152632	0.000212417	0.000834995	0.00064872	0.000194289	0.000226788	0.000248421	0.000106158	7.02E-06	0	0.000129135	0.000187196	0.000110318	0.000178984	0	0.000100865	0	5.06E-05	2.65E-05	7.63E-05	0	3.27E-05	0	0.000261234	0.00041988	0	0	0.000139416	0.000147434	0	0	0
multidrug__smeC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__smeD	0	0	0	0	0	0	3.42E-05	0	0	2.76E-05	0.000152162	0.000157901	0	6.60E-05	0	0	1.41E-05	0.002014628	0.001845543	5.60E-05	0.000129388	0.000105959	7.07E-05	0	4.13E-05	4.70E-05	4.53E-05	4.65E-05	0.000164111	0	0.000336027	3.31E-05	0	2.35E-05	0	0	2.90E-05	7.66E-05	0.000286599	0.001231069	0	0	0.00048736	0.000510692	0	0	0
multidrug__smeE	0	0	4.82E-05	0	3.28E-05	6.87E-06	1.29E-05	2.71E-05	0	2.09E-05	3.84E-05	0.000628114	0.000435646	0.00014962	4.65E-05	3.55E-05	6.96E-05	0.000120317	0.000130867	9.00E-05	1.63E-05	5.01E-05	0.000240923	5.67E-05	1.56E-05	8.29E-05	4.01E-05	7.61E-05	4.51E-05	0	0.000144129	1.25E-05	2.19E-05	1.78E-05	7.70E-05	0	0	0	0.000178246	0.000261167	1.77E-05	9.35E-06	0.000562491	0.000416387	0	0	0
multidrug__smeF	0	0	0	0	0	0	0	1.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.77E-05	0	0	0	0	3.90E-05	0	0	0	0	7.42E-05	0	0	0	2.15E-05	0	0	0	3.41E-05	9.30E-05	0	0	1.96E-05	6.64E-05	0	0	0.000323538
multidrug__ykkC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.58E-05	0	0	0	0	0	0	0	0	6.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ykkD	0	0	0	0	0	0	0	0	0	0	0	0.000296253	0	0	0	0	0	0	0	5.25E-05	0	0	8.84E-05	0	0	0	5.67E-05	5.80E-05	0	0	0	0	0	0	0.000190553	0	0	0	0.000153521	0.000139827	8.75E-05	0	0.000261157	0.00044188	0	0	0
polymyxin__arnA	0	0	0.001671405	3.23E-05	0.001032532	0	0.00031593	0.0004548	0	0.000608993	0.000499387	0.013338131	0.030204778	0.002396937	0.000586636	0.000177279	0.000312294	0.000947954	0.001031071	0.000258726	0.000592177	0.000426425	0.001068604	0.000301424	0.000258586	0.000270553	0.000342608	0.000258394	0.000320035	0.000335383	0.000988609	0.000553283	0.001103728	0.002985856	0.002197858	0.000226108	8.67E-05	6.10E-05	0.000915891	0.000622864	0.000598523	0.001488299	0.100102135	0.111517722	0.000184867	0.000106127	7.28E-05
puromycin__puromycin resistance protein	0	0	0	0	0.000203222	1.42E-05	1.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__mfpA	0	0	0	0	0	0	0	0	8.67E-05	0.000178084	0.002401422	0	0.000330107	0	0.000793401	0.000134604	0.000243525	0.00068377	0.000495816	6.02E-05	4.64E-05	0	5.07E-05	0.000442894	0.000266459	0.000269176	9.76E-05	3.33E-05	6.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__norB	0	0	0	0	0	0	0	0	0	4.65E-05	2.15E-05	0.000664132	0.0003896	0	0	0	0	0	0	1.18E-05	0	0	0	0	0	0	2.56E-05	0	0	0	1.89E-05	0	1.62E-05	0	2.15E-05	0	0	0	0.000308315	3.14E-05	3.93E-05	4.17E-05	0.000234381	3.32E-05	0	0	0
