	STAS	SWHAS104	22_MC_Drinkingwater_source_90-100	23_MC_Drinkingwater_tap_90-100	49_Drinkingwater_influent_winter_90-100	50_Drinkingwater_effluent_winter_90-100	51_Drinkingwater_influent_summer_90-100	52_Drinkingwater_influent_summer_90-100	53_Drinkingwater_effluent_summer_90-100	30_ST_effluent_summer_90-100	31_ST_effluent_winter_90-100	32_ST_influent_summer_90-100	33_ST_influent_winter_90-100	13_ST_ADS_90-100	14_SWT_ADS_90-100	1_ST_AS_0707_90-100	2_ST_AS_0801_90-100	37_ST_AS_foaming_90-100	38_ST_AS_foaming_control_90-100	4_ST_AS_0901_90-100	54_Stanley_AS_90-100	55_Stanley_AS_90-100	56_ST_ADS_March_90-100	57_SWH_ADS_March_90-100	58_SWH_ADS_March_90-100	5_ST_AS_0907_90-100	6_ST_AS_1001_90-100	7_ST_AS_1007_90-100	8_ST_AS_1101_90-100	24_Sediment_fishpond_LWT_90-100	25_Sediment_fishpond_ST_90-100	26_Sediment_fishpond_YTT_90-100	ARG_72_90-100	ARG_73_90-10	ARG_74_90-100	ARG_75_90-100	ARG_76_90-100	ARG_77_90-100	ARG_78_90-100	ARG_79_90-100	ARG_80_90-100	ARG_81_90-100	ARG_82_90-100	ARG_83_90-100	Ocean_1_1_90-100	Ocean_1_2_90-100	Ocean_1_3_90-100
multidrug__adeB	0	0	0.000667686	0	0.00018059	7.17E-05	0.000115816	0.000198735	0	0.000100799	4.97E-05	0.000463318	0.000373855	0	0	0.000146465	4.40E-05	0	0	0.000146369	0	9.67E-05	0	0.000113256	4.03E-05	4.31E-05	0	0	4.50E-05	0	8.71E-05	0	0.000552754	0.000282713	0.000225609	0	0	0	0.000685705	0.000332269	0	2.33E-05	0.000158443	0.00041171	0	0	0
multidrug__adeC	0.0155848678768883	0.0135823429541596	0	0	0	0	0	0	0	0	0	0.001480297	0.000938906	0	0	0	0	0	0	0	0.000167001	0	0	0	0	0	0	0.00010003	0	0	0	0	0	0.000287315	4.34E-05	0	0	0	0.000305982	0.000139542	0	6.84E-05	0.002225638	0.00284531	0	0	0
multidrug__adeJ	0.00867626387475159	0.00756143667296786	0	0	0.000349741	0.000201904	0	0	0	0.000144917	0.000146747	0.004429565	0.005360557	0.000601487	0.000133258	0.0003723	0.000702471	0.000173155	0.00037968	0.000755179	0	9.07E-05	0.000449966	0.001169802	0.00110271	0.000421663	0.000448438	0.000275129	0.000398896	0	0.000597307	0.000247576	0.000390319	0.000205769	0.000516921	1.48E-05	0	1.66E-05	0.003066414	0.001044809	8.50E-05	6.85E-05	0.00469297	0.004780297	0	0	0.000338205
multidrug__adeK	0	0	0	0	0.000134653	0	0	0	0	0	0.000112997	0.001947851	0.001754681	0	0	0	0	0	0	0	0	0.00020956	0	0	0	0	0	0	0	0	0	0	0.00041124	7.92E-05	0.000137782	0	0	0	0.000594952	9.59E-05	1.96E-05	5.28E-05	0.002464049	0.002192593	0	0	0
multidrug__adeR	0	0	0	0	0	0	0	0	0	0	0	0	0.000260961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.60E-05	9.97E-05	0	0	0	0	0	0	0	0.000101429	8.65E-05	0	0	0
multidrug__adeS	0	0.0221606648199446	0	0	0	0	0	0	0	0	0	0.00042489	0.000217615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__amrB	0	0	0	0	5.90E-05	0	0.000226058	6.56E-05	0	2.45E-05	4.95E-05	0.000171971	0.000140713	0	0.000135434	4.71E-05	4.19E-05	0	0.000128257	0.00010926	7.74E-05	0.000367999	5.07E-05	7.41E-05	0	8.55E-05	7.59E-05	4.65E-05	0	0	0	0	3.29E-05	0	0	0	1.83E-05	0	0.000161986	0.000431986	0	1.55E-05	4.10E-05	0	0.000142503	0	0
multidrug__baeR	0	0	0	0	0	0	0	0	0	0.001916522	0.002160955	0.011215651	0.014683415	0.000662889	0	0	0	0.000519711	0	0.000634111	0.000674962	0.000399911	0.0002204	0	0	0.00055765	0.000164739	0	0.000199542	0.002807183	0	0	0.001865571	0.004841075	0.003856361	0.00013057	0	0	0.000660478	0.000281992	0.00045062	0.001208391	0.086340509	0.101437267	0	0	0
multidrug__bicyclomycin-multidrug_efflux_protein_bcr	0	0	0	0	0	0	0	0	0	0.000386528	0.001180816	0.008914126	0.01318192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124383	0	0	0	0.00205886	0.00459212	0.003869774	3.96E-05	0	4.50E-05	0.000620912	0	0.000343064	0.000902281	0.083681007	0.094338272	0	0	0
multidrug__bpeE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__bpeF	0	0	0	0	0	0	5.55E-05	0	0	0	0	2.11E-05	1.73E-05	0	0	0	0	0	0	0	0.000229016	0	4.99E-05	0	0	0	3.73E-05	0	0	0	0	0.000123438	0	0	0	0	0	0	0	2.13E-05	0	0	0	0	0	0	0
multidrug__ceoA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ceoB	0.00893815694205178	0	0.000163775	0	5.81E-05	0.000202925	0.000221643	0.000195228	0.000314987	7.31E-05	0.00014648	0.000150004	0.000121117	0	0	0	0.000123035	0.000116538	6.39E-05	0	0.000304639	9.35E-05	0	7.30E-05	7.84E-05	8.37E-05	7.42E-05	0	4.47E-05	0	8.79E-05	0	0	0	0	0	0	0	0	4.32E-05	0	0	1.04E-05	0	0	0	0
multidrug__cmeA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69E-05	0.000247166	0.000974359	0	0	0	0	0	0.000808945	0.000658524	0	0	0	0	0
multidrug__cmeB	0.00882642998027613	0.00769230769230769	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80E-05	0	0	0	0	0	4.96E-05	0.000627991	0.003013625	0	0	0	1.02E-05	0	0.000190309	0.000154922	0	0	0	0	0
multidrug__emrA	0.0470742932281394	0	0	0	0	0	0	0	0	0.001048354	0.001990492	0.010578928	0.017130289	0	0	0	0.000224198	0	0	0.000487528	0.000415361	0.000738297	0	9.92E-05	0	0	0.000101378	0	0	0	0	0	0.003661912	0.006559019	0.004314809	4.02E-05	0	0.00026976	0.001083722	0.000115689	0.000784187	0.001012051	0.129478195	0.144847419	0	0	0
multidrug__emrB	0.0360341832928741	0	0	0	0.000120451	0.000561774	0.000348743	0	0	0.000700209	0.001111877	0.010049774	0.013500511	0	0	0	0.000170775	0.000120446	0	0	0	0.00056792	0.000103312	0.00015108	0	0	0.000232734	0.000473774	0	0	0	0	0.002151951	0.004537239	0.003739399	3.06E-05	7.45E-05	6.85E-05	0.000890048	0.000132184	0.000510501	0.001087283	0.094716651	0.111207727	0	0	0
multidrug__emrD	0	0	0	0	0	0	0	0	0	0.000459587	0.001065908	0.010026486	0.015468918	0	0.000357834	0	0	0.000628863	0.00034473	9.66E-05	0	0	0.000267829	0	0	0	0	0	0	0	0	0	0.003612365	0.005779614	0.003926469	8.05E-05	0	8.90E-05	0.001137256	0.000113936	0.000853806	0.001921663	0.106687561	0.125097879	0	0	0
multidrug__emrE	0	0	0.00324795	0	0	0	0	0	0	0.000216556	0.000442332	0.001928927	0.002221109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002854762	0	0	0.000303645	0.000885249	0.002240278	0.000267836	0	0	0.000585449	0.000191181	0.000491908	0.001080643	0.044668464	0.055232105	0	0	0
multidrug__emrK	0.023719605114954	0	0	0	0	0	0	0	0	0.00033015	0	0.003997962	0.004742705	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000204327	0.00025072	0	0	0	0	0.002845532	0.006375472	0.002717661	0	0	0	0.000983036	5.83E-05	0.000557919	0.000645308	0.090389807	0.103275094	0	0	0
multidrug__emrR	0	0	0	0	0	0	0	0	0	0.00122854	0.003211931	0.015357251	0.022982945	0	0	0	0	0	0	0	0	0	0.001040349	0	0	0	0	0	0.000594353	0	0	0	0.002143302	0.004805084	0.003750942	0	0	0	0.000808277	0	0.000798198	0.001585214	0.12118841	0.136596353	0	0	0
multidrug__major_facilitator_superfamily_transporter	0	0	0	0	0	0	0	0	0	0.000192529	0	0.003832189	0.004091007	0.000333529	0	0.000106343	6.78E-05	0.000156982	0	0	0.000174936	0	0.000221786	0	0	0.000187052	8.29E-05	0	0.000196614	0	0.00061288	0	0.000292943	7.84E-05	0.000136294	0	0	0	0.001231381	0.000292346	3.83E-05	8.90E-05	0.001496153	0.001885884	0	0	0
multidrug__marR	0	0	0	0	0	0	0	0	0	0.000320422	0	0.000582425	0.000834285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86E-05	0.000292979	6.12E-05	0	0.00014228	0.000242767	0	0	0
multidrug__mdfA	0	0	0	0	0.000150785	0	0	0	0	0.001172337	0.002026852	0.011119182	0.01402054	0	0	0	0	0	0	9.30E-05	0.000394619	0	0	0	0	0.000209446	9.67E-05	0.000236656	0	0	0	0	0.002399372	0.004039565	0.003437123	7.72E-05	0	0	0.001524256	0.000166298	0.00063777	0.000749797	0.081524426	0.093190145	0	0	0
multidrug__mdtA	0	0	0	0	0	0	0	0	0	0.000805392	0.001270438	0.007245258	0.010698817	0	0	0	0	0	0	0	0	0	0.00039194	0	0.000208333	0.000322496	0	0	0	0	0	0	0.002667738	0.005268821	0.004383952	0	0	0	0.000768824	0.00010872	0.000651971	0.000956117	0.103867334	0.126975351	0	0	0
multidrug__mdtB	0.00880104235808934	0.0307028541927871	0.000667367	0	0.000829163	0.000478672	0.001469216	0.001383385	0.000316479	0.000737053	0.00203868	0.007135794	0.013322868	0.000458923	0.000812214	0.000284058	0.000420249	0.000234701	6.44E-05	0.000328934	0.005135617	0.005623141	0.000101723	0.000371355	0.000600155	0.000214481	0.000417636	0.000466485	0.000135137	0	0.00026017	0.000251861	0.003010389	0.005389555	0.004347879	0	0	1.69E-05	0.001310151	0.001018698	0.000631282	0.001184796	0.105080054	0.122752575	0	0	0.000344059
multidrug__mdtC	0	0.0467684708005795	0.001016502	0	0.000601199	0.000277467	0.000688531	0.001069823	0.000160399	0.000872417	0.001160791	0.008486886	0.012264069	0.000154911	0.001373335	0.000719835	0.000298358	0.000297651	0.00032646	0.000519264	0.010259439	0.011596383	0.000154717	0.000640877	0.000974185	0.000391503	0.000308245	0.000189002	0.000457175	0	0.00052786	0	0.002803167	0.005043956	0.003016483	0.000106989	3.72E-05	3.42E-05	0.001535692	0.000439754	0.000701965	0.001021568	0.098994274	0.116186354	0	0	0.000232276
multidrug__mdtD	0	0	0	0	0	0	0	0	0	0.000379778	0.001318543	0.00490362	0.006585714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002228452	0.004737712	0.00379607	0	0.000161968	0	0.000628225	4.79E-05	0.000477518	0.000838092	0.08760555	0.096175989	0	0	0
multidrug__mdtE	0	0	0	0	0	0	0.000128796	0	0	0.000686927	0.000647244	0.006219639	0.011580118	0	0	0	0	0	0	8.33E-05	0	0	0	0	0	0.000231751	8.65E-05	0	0	0	0	0	0.00442034	0.006771448	0.005229283	8.49E-05	0	0	0.001971567	0	0.001445092	0.00148649	0.143280189	0.164848798	0	0	0
multidrug__mdtF	0	0.0077145612343298	0.000167565	0.002416493	5.95E-05	6.86E-05	0	0	0.000237893	0.000443506	0.000149719	0.004432566	0.00833568	0	0	0.000284834	0.000379184	0.00035321	0.000516243	0.000769942	0.000468332	0	0.000662769	0	8.03E-05	0.000515911	0.000266739	0.000467654	0.000271229	0	0.000174115	0	0.003500889	0.006192943	0.004583951	0.000151079	5.52E-05	6.76E-05	0.001365461	0.000674346	0.001006227	0.001631274	0.12886692	0.146322269	0	0	0
multidrug__mdtG	0	0	0	0	0.000150051	0	0	0	0	0.000875633	0.001514234	0.008775926	0.010615209	0	0	0	0	0	0.000164902	0.000187426	0	0	0.000259933	9.25E-05	0	0	0	0	0	0	0	0	0.002309513	0.005137568	0.004169471	0	0	0	0.000385123	0.000110585	0.000583645	0.001012748	0.09361284	0.104626541	0.000365338	0	0
multidrug__mdtH	0	0	0	0	0	0	0	0	0	0.00087372	0.000612704	0.008315227	0.011016033	0	0	0	0	0	0.000499629	8.33E-05	0	0	0.000486663	0	0	0.00022195	0	0	0	0	0	0	0.002395397	0.004535155	0.002769342	7.80E-05	0	8.75E-05	0.000657276	0	0.000511502	0.000939467	0.089769288	0.102045223	0	0	0
multidrug__mdtK	0	0	0	0	0.000572352	0	0	0	0.000180449	0.00168668	0.002834593	0.012678625	0.019561492	0.00139403	0	0.000107975	0.000285742	0.000535668	0.000146821	0.000416268	0	0	0	0	0.000193349	0	0.000356497	0.000424404	0.000205668	0	0	0	0.001663464	0.005165525	0.003961166	6.86E-05	0.000125197	3.84E-05	0.001573508	0.000157026	0.00073194	0.000528836	0.086419311	0.094835392	0.000652333	0.000752811	0
multidrug__mdtL	0	0	0	0	0	0	0	0	0	0.000522836	0.000790479	0.006840617	0.013902279	0.000406889	0	0	0	0	0	0	0	0	0	0	0	0.000342291	0.000101378	0	0	0	0	0	0.004311873	0.007191014	0.005056121	8.01E-05	9.76E-05	8.97E-05	0.001242431	0.000115393	0.00108124	0.001586256	0.126892285	0.143336824	0.000762445	0	0
multidrug__mdtM	0	0	0	0	0	0	0	0	0	0.00049593	0	0.006356275	0.008284857	0.000776066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003223209	0.004508233	0.004145273	7.64E-05	0	0	0.00127983	0.000110046	0.001221879	0.001134749	0.120194594	0.1423904	0	0	0
multidrug__mdtN	0	0	0	0	0	0	0	0	0	0.000609842	0.000452648	0.002410142	0.00947277	0	0	0	0	0	0	0	0	0	0.000163765	0	0	0.000130064	0	0	0.000145178	0	0	0	0.001955967	0.004445224	0.003218742	0.00023406	0	0	0.000914459	0	0.000735784	0.001711185	0.101582909	0.125581918	0	0	0
multidrug__mdtO	0	0	0	0	0	0	0	0	0	0.000523525	0.000303425	0.004854922	0.008860376	0	0	0	0	0	0	0.00011141	0	0	0	0	0	0	0.000173663	0	0.000137313	0	0	0	0.003545163	0.007167732	0.005629271	6.86E-05	2.79E-05	0.000102691	0.001653669	6.61E-05	0.000724269	0.001627266	0.12837598	0.151819369	0	0	0
multidrug__mdtP	0	0	0	0	0	0	0	0	0	0.000366548	0.000954457	0.003906275	0.00771265	0	0	0	0	0	0	7.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.003032306	0.00591101	0.004008661	0	3.91E-05	7.19E-05	0.00121268	0	0.000848254	0.001749856	0.121306028	0.141604354	0	0	0
multidrug__mepA	0	0	0	0	0	0	0	0	0	0	0	0	4.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexA	0	0	0	0	0	0	0	0.000179075	0	0	0	5.85E-05	0.000191689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165551	5.89E-05	0	0	0.000139697	0.000143016	0	0	0
multidrug__mexB	0	0.00764818355640535	0.000166124	0.006082251	0.000117918	0.000274275	0.000281142	0.000196708	0.000877916	0.000514246	0.001187068	0.00179441	0.002434818	0.000608388	0.000808718	0.001412142	0.001295673	0.003618929	0.004032136	0.000691096	0.000544824	0.000734062	0.001314814	0.000887673	0.000755789	0.001279502	0.001322804	0.000742094	0.002152642	0.000322048	0.002243691	0	0.000446061	0.00017388	0.000604752	1.50E-05	3.67E-05	1.68E-05	0.001438151	0.003430853	6.90E-05	2.32E-05	0.00316899	0.003220079	0	0.000164093	0.000227622
multidrug__mexC	0	0	0	0.000648145	0	0	0.000152092	0.000354448	0	0	0	0.000232368	0.000142281	0	0	0	0	0	0	0	0.000418581	0	0.000136682	0	0.000107666	0.000115276	0	0	0	0	0	0	0	0	0	0	0	0	0.000628193	0.001282444	0	2.08E-05	0.000165904	0.000188716	0	0	0
multidrug__mexD	0.00880104235808934	0	0	0	0.000177385	6.83E-05	5.64E-05	0.000197086	7.89E-05	4.89E-05	0.000148858	0.00064507	0.000387147	0.000305069	0	0.00051932	0.000251497	0.000117097	0.000385264	3.65E-05	0.000777308	0.000920923	0.000101479	0.000148328	3.99E-05	0.000256514	7.58E-05	4.65E-05	8.99E-05	0.000646568	8.66E-05	0	3.30E-05	5.22E-05	0	0	0	0	0.003829955	0.00612126	6.90E-05	9.27E-05	0.000369307	0.000402629	0	0.000164723	0
multidrug__mexE	0.0230062335325493	0	0	0	0	0	0	0	0	0.000381115	0.000641093	0.002058743	0.003572781	0	0	0	0	0.000153819	0	0	0	0	0	9.74E-05	0	0.000107758	0	0.000234369	0	0	0.000227402	0	0.000823488	0.000913953	0.000370889	0	0	0	0.000105382	0.000111316	0.000113305	0.000221546	0.01868623	0.019622933	0	0	0
multidrug__mexF	0.00872574826947451	0.00752587017873942	0.001640226	0.006384455	0.000232392	0.000269021	0.001722761	0.001618397	0.011407482	0.001836952	0.000879529	0.001439604	0.001593819	0.00045069	0.000531775	0.000559431	0.001362194	0.000634199	0.000506788	0.000719329	0.00450741	0.003261993	0.000350122	0.000437334	0.00019744	0.000760048	0.000820419	0.000870122	0.000663368	0	0.000767097	0	0	0	0	0	0	0	9.97E-05	0.000980037	1.70E-05	3.80E-05	0.001250149	0.001152283	0.000421863	0.000323089	0.000225904
multidrug__mexG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexI	0	0	0.000337736	0	0	0	0.000228804	0.000199958	0	7.45E-05	0.00035206	4.36E-05	1.78E-05	0.00030922	0.000137013	0.000669887	0.000467351	0.000890176	0.00149646	0.000443693	0.000472277	0.000186547	0.000154216	0.000150346	4.05E-05	0.000303483	0.000345807	0.00066006	0.000637992	0	0.000965078	0	3.34E-05	0	2.04E-05	0	0	0	0.000215666	0.001052331	1.75E-05	3.13E-05	0.000675948	0.000816213	0.000144857	0.000166804	0.000115912
multidrug__mexT	0.027901176837347	0	0	0	0.001124699	0	0	0.000395306	0.000237132	0.001009718	0.00047191	0.013763993	0.01515988	0.000483567	0	0.000897934	0.000384863	0.007610061	0.003459438	0.00069386	0.000246187	0.000291728	0.000321556	0.000352674	0	0.000949191	0.000240348	0.000737301	0.000847787	0	0	0	0.000627595	0.000441142	0.000639352	0	0	0	0.004816408	0.002039299	0.000164069	9.79E-05	0.006893649	0.005380273	0	0.000521705	0
multidrug__mexW	0.036327577553571	0.0157949155730188	0.000515124	0	0.001766075	0.001053206	0.001622016	0.00175469	0	0.00067996	0.001477616	0.000838804	0.001012	0.001251474	0.000693978	0.001797599	0.002289095	0.002047017	0.001650021	0.001689125	0.001196441	0.001321523	0.000469651	0.000380565	0.000410111	0.001449289	0.00124817	0.001003525	0.001661967	0.000333857	0.000799721	0.000128652	3.41E-05	0	0	1.54E-05	0	0	0.000666331	0.001444571	8.92E-06	0	6.34E-05	0.000144319	0.000733418	0.001012964	0.000352539
multidrug__mexX	0	0	0	0	0	0	0	0	0	0.000466713	0.000953728	0.009409155	0.016662679	0	0	0	0	0	0.000347794	0.000200774	0	0	0	0	0.00021645	0	0	0.000256013	0	0	0	0	0.004292593	0.00527601	0.004425481	0.000122092	0.000198148	4.55E-05	0.00101517	0	0.000677654	0.000920679	0.114825917	0.127294829	0	0	0
multidrug__mexY	0	0.0076555023923445	0	0	0	0	0	0	0	0	4.95E-05	6.43E-05	3.51E-05	0	0	4.71E-05	0	0	0	3.64E-05	0	0	5.06E-05	7.40E-05	0	4.27E-05	0	4.64E-05	0	0	0	0	8.23E-05	0	4.03E-05	0	0	0	0.000222341	0.000388541	0	0	2.05E-05	1.75E-05	0	0	0
multidrug__mtrA	0	0	0.034013637	0.003202111	0.040676599	0.745681045	0.002003738	0.002042977	0.003851623	0.008046676	0.172656153	0.00448467	0.007107397	0.018955813	0.061794088	0.020113713	0.039253647	0.068082203	0.033902493	0.055046224	0.024126312	0.023279904	0.012605	0.033245392	0.028191489	0.017465116	0.028769665	0.025392651	0.014367032	0.00286691	0.01114077	0.002229236	0.000146439	0	8.95E-05	0	0	0	0.001124217	0.00105597	0.000344545	0.000205684	0.000182141	0.00015539	0	0	0
multidrug__mtrE	0	0	0	0	0	0	0	0	0	0	0	0.000240079	0.000117908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mtrR	0	0	0	0	0	0	0	0	0	0.000243368	0	0.001388112	0.000611809	0.000757588	0	0	0	0	0	0	0	0	0	0	0	0	0.000188273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__multidrug_ABC_transporter	0.170874241614388	0.108228542493037	0.000300632	0	0	6.72E-05	0.000151288	0.000241051	0.000155401	0.00016486	8.42E-05	0.001217143	0.000554494	0.000275248	0.000473168	0.000642786	0.000490558	0.000310596	0.000126441	0.000498769	0.000229449	0.000956535	9.15E-05	0.000608359	0.000838912	0.000692433	0.000174142	0.000417263	0.000449923	0.000582806	0.000326689	0	0.001845688	0.001412437	0.001419296	0.000650592	0.000758909	0.000788745	0.000667071	0.000354845	3.11E-05	3.46E-05	0.000366928	0.000315888	0.000140754	0.000279091	0.000387882
multidrug__multidrug_transporter	0	0.0361549040320491	0.00099739	0.001914748	0.001398152	0.000650523	0.000605314	0	0.000291138	0.001095025	0.000692874	0.005938843	0.005958643	0.001829855	0.001722196	0.001564373	0.001546816	0.00220721	0.002498842	0.001973678	0.003112848	0.002632358	0.002839315	0.002483069	0.002236556	0.001789153	0.002008029	0.00249608	0.001301037	0	0.003292017	0.00012593	0.001059146	0.000733926	0.001322516	8.59E-05	4.98E-05	5.96E-05	0.00316912	0.005499775	0.000840875	0.001216493	0.024738661	0.029093922	0.000142231	0	0.00148917
multidrug__norA	0	0	0	0	0	0	0	0	0	0	0	0.000174125	0	0	0	0	0	0.000157794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70E-05	0	0	0	0	5.47E-05	0	0.000116534	4.17E-05	0.000332381	0.000189205	0	0	0
multidrug__omp36	0	0	0	0	0	0	0	0	0	0.000817716	0.000276015	0.005380014	0.007144887	0	0	0	0.000116583	0.000325686	0.000178534	0.000101458	0	0	0.000141056	0	0	0	0	0	0	0	0	0	0.000412836	0.00082205	0.000448591	0	0	0	0.000112647	0	9.60E-05	0.000257733	0.018145186	0.021808591	0	0	0
multidrug__ompF	0	0	0	0	0	0	0	0	0	0.001046682	0.002396678	0.017528257	0.02299858	0	0	0	0	0	0	0	0	0	0	0	0	0.000246475	0.000129215	7.86E-05	0	0	0	0	0.00638346	0.010985375	0.006869233	0.000180638	0.000219874	9.69E-05	0.00208116	0	0.001070008	0.001830079	0.208853266	0.238655843	0	0	0
multidrug__ompR	0.0766874451084977	0.0668337510442774	0	0	0	0	0.000258157	0	0	0.000738216	0.002994485	0.020568226	0.031989021	0	0.00055947	0.001254569	0.000173486	0.000378028	0	0.000471054	0	0	0.000467093	0.000460435	0.000165344	0.002558201	0.000244754	0.002371005	0.002043365	0	0	0	0.005725463	0.006244657	0.004997893	0.000139275	0	0	0.006017994	0.003076704	0.001177429	0.001857578	0.144598134	0.16575656	0	0	0
multidrug__opcM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__opmD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__oprA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__oprC	0	0	0	0	0	0	7.47E-05	0	0	6.49E-05	3.28E-05	1.42E-05	3.49E-05	0	8.95E-05	0	0	0	0	0	0.000205572	0.0003045	0	2.45E-05	0	0.000113228	2.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000441339	0.00048658	0	0	7.57E-05
multidrug__oprJ	0	0	0	0	0	0	0.000122881	0.000143185	0	0	0	4.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000529485	0.000753548	0	3.36E-05	2.23E-05	3.81E-05	0	0	0
multidrug__oprM	0	0	0	0	0	0.000304294	0.000251538	0	0	0.000223537	0.000221166	0.001339182	0.002115051	0.000679886	0	0	0	0	0	0	0	0	0.00011136	0	8.92E-05	0	0	0.000108533	0	0	0	0	3.68E-05	7.75E-05	4.49E-05	0	0	0	0.000381493	0.000472628	3.84E-05	1.72E-05	0.001439688	0.001521527	0	0	0
multidrug__oprN	0	0	0	0	0	0	0	0	0	0	0	0	7.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.07E-05	0	0	0	0
multidrug__pmrA	0	0	0	0	0	0	0	0	0	0.000444411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-05	7.10E-05	0	0	0
multidrug__qacG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000482427	0.000169551	0	0	0	0	0.000197526	0	8.41E-05	0	0.00110008	0.000170639	0	0	0
multidrug__sdeY	0	0	0	0	0	0	0	0	0	4.86E-05	9.85E-05	6.40E-05	0.000157173	0	0	9.37E-05	4.16E-05	5.81E-05	0	0.000108601	0	0	0.000100658	0	0	4.24E-05	3.76E-05	0.000138481	0.000133851	0	8.59E-05	0	6.55E-05	3.45E-05	0	0	0	0	0	8.59E-05	0	1.53E-05	0.000671981	0.001059712	0	0	0
multidrug__smeB	0	0	0	0.003347615	5.88E-05	6.79E-05	0	6.54E-05	0	7.31E-05	0	0.000427519	0.000367435	0	0	0.000375494	0.000208382	0.000174641	6.38E-05	0.000290156	0.000540485	0.000548972	0.000151275	0	3.97E-05	0.000170112	0.000414595	0.000231241	0.000134106	0	0.000258185	0	8.20E-05	1.73E-05	0.000120313	0	0	0	0.000110814	0.000602156	0	0	0.000183617	0.000208865	0	0	0
multidrug__smeC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
