ARGs abundance normalization aganist 16S	STAS	SWHAS104	22_MC_Drinkingwater_source_90.100	23_MC_Drinkingwater_tap_90.100	49_Drinkingwater_influent_winter_90.100	50_Drinkingwater_effluent_winter_90.100	51_Drinkingwater_influent_summer_90.100	52_Drinkingwater_influent_summer_90.100	53_Drinkingwater_effluent_summer_90.100	30_ST_effluent_summer_90.100	31_ST_effluent_winter_90.100	32_ST_influent_summer_90.100	33_ST_influent_winter_90.100	13_ST_ADS_90.100	14_SWT_ADS_90.100	1_ST_AS_0707_90.100	2_ST_AS_0801_90.100	37_ST_AS_foaming_90.100	38_ST_AS_foaming_control_90.100	4_ST_AS_0901_90.100	54_Stanley_AS_90.100	55_Stanley_AS_90.100	56_ST_ADS_March_90.100	57_SWH_ADS_March_90.100	58_SWH_ADS_March_90.100	5_ST_AS_0907_90.100	6_ST_AS_1001_90.100	7_ST_AS_1007_90.100	8_ST_AS_1101_90.100	24_Sediment_fishpond_LWT_90.100	25_Sediment_fishpond_ST_90.100	26_Sediment_fishpond_YTT_90.100	ARG_72_90.100	ARG_73_90.10	ARG_74_90.100	ARG_75_90.100	ARG_76_90.100	ARG_77_90.100	ARG_78_90.100	ARG_79_90.100	ARG_80_90.100	ARG_81_90.100	ARG_82_90.100	ARG_83_90.100	Ocean_1_1_90-100	Ocean_1_2_90-100	Ocean_1_3_90-100
multidrug__mdtH	0	0	0.001385343	0	0.000119136	0	0.000116574	6.76E-05	0	0.000350418	0.000352515	0.003273875	0.004379652	0	0	0	0	0	0.000199777	3.32E-05	0	0	0.000208778	0	0	8.98E-05	0	0	0	0	0	0	0.000868763	0.001646908	0.001084144	3.04E-05	0	3.41E-05	0.000273968	0	0.000202978	0.000354073	0.034141084	0.038906517	0.000294126	0	0
multidrug__mdtK	0	0	0	0	0.000385759	0	0	0	6.81E-05	0.000903427	0.002033271	0.008302887	0.011706328	0.001109475	0	8.62E-05	0.000381367	0.000641981	0.00018293	0.000265457	0	0.000194608	0	6.73E-05	0.00011334	0.000164894	0.00021259	0.000214704	0.000502273	0	0	0	0.000730894	0.00197999	0.001628308	2.68E-05	4.88E-05	1.50E-05	0.001343587	0.000270659	0.000305894	0.00021474	0.033380039	0.036764052	0.00E+00	0	0
multidrug__mdtL	0	0	0	0	0	0	0	0	0	0.000340331	0.000524912	0.003254424	0.007450575	0.000162003	0	0	0	0	0	7.77E-05	0	0	0	0	0	0.000276516	4.07E-05	0	0	0	0	0	0.001599921	0.00273985	0.001977994	3.13E-05	3.80E-05	3.51E-05	0.000500638	2.29E-05	0.000463008	0.000639167	0.048376269	0.054492175	0.00052518	0.00060351	0
multidrug__mdtM	0	0	0	0	0	0	0	0	0	0.000200119	4.98E-05	0.003385556	0.004165552	0.000308992	0	0	0	0	0	0	0	0	0	0	0	0	3.87E-05	0	0	0	0	0	0.001399678	0.001920389	0.001660012	2.98E-05	0	0	0.000552828	4.38E-05	0.000525772	0.000476035	0.049916993	0.058964352	0.000613829	0	0
multidrug__mdtN	0	0	0	0	0	0	0	0	0	0.000249442	0.000179966	0.000913333	0.003672677	0	0	0	0	0	0	0	0	0	6.50E-05	0	9.69E-05	5.26E-05	4.63E-05	5.72E-05	5.86E-05	0	0	0	0.000652948	0.001514202	0.001096107	7.34E-05	0	0	0.00036897	0	0.000291007	0.000576439	0.036317076	0.044445194	0	0	0
multidrug__mdtO	0	0	0	0	0	0	0	0	0	0.00021012	0.000120637	0.001901374	0.003558644	0	0	0	0	0	0	4.45E-05	0	0	0	0	0	0	4.65E-05	0	5.54E-05	0	0	0	0.001426544	0.002825895	0.002215128	2.67E-05	1.09E-05	4.02E-05	0.00064488	2.63E-05	0.000291024	0.000643761	0.050684309	0.059659427	0.00E+00	0	0
multidrug__mdtP	0	0	0	0	0	0	0	0	0	0.000147116	0.000379478	0.001579983	0.00315494	0	0	0	0	0	0	3.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.001171471	0.002368358	0.001551023	0	1.52E-05	2.81E-05	0.000468079	0	0.000334712	0.000700203	0.047253411	0.054863948	0	0	0
multidrug__mepA	0	0	0	0	0	0	0	0	0	0	0	0	1.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90E-05	0	0	7.62E-05	0	0	0	0	0	0	0	0
multidrug__mexA	0	0	0	0	7.13E-05	0	0.000138779	7.11E-05	0	0	0	0.000151575	0.000219003	0.00054243	0.000312204	0.000103312	0.000462864	0.000183049	0.00053136	0.000238571	0.000198629	0	0.000962839	0.000608031	0.000335652	0.000107396	0.000207694	5.19E-05	9.91E-05	0	0.002688688	0.000600985	6.01E-05	3.68E-05	0.000135179	1.60E-05	0	3.61E-05	0.000558475	0.00128524	0	0	0.000613995	0.000784225	0.00E+00	0	0
multidrug__mexB	0	0	6.64E-05	0.005453424	9.19E-05	0.000143305	0.000268147	0.000317728	0.000541346	0.000408189	0.000786049	0.002184038	0.002185203	0.000603103	0.000640157	0.000813274	0.000713513	0.002014061	0.002321506	0.000640811	0.002183889	0.002130992	0.000772574	0.000538648	0.000701279	0.00086968	0.001066405	0.001132963	0.001457303	0.000259491	0.001866899	0.000255952	0.00038595	0.000123211	0.000500202	1.19E-05	2.88E-05	2.64E-05	0.00246655	0.003188223	7.20E-05	3.40E-05	0.003779919	0.004272647	0	0	0
multidrug__mexC	0	0	0.000359908	0.000246244	0.000620054	0.000150101	0.000602763	0.00084354	0	2.66E-05	0.000160057	0.000560147	0.000345661	0	0.00028878	0	4.49E-05	0	6.92E-05	3.92E-05	0.000825756	0.000325102	0.000108435	0.000399412	0.000257916	0.000139864	4.10E-05	0	9.78E-05	0	0.00037358	0	3.48E-05	1.82E-05	0	0	0	0	0.001444032	0.002944759	0	1.64E-05	0.000181241	0.000199911	0.000116395	0.001448954	0.000661343
multidrug__mexD	0	0	0.000399908	0	0.000390481	0.000640459	0.000782548	0.000964129	2.98E-05	0.000108166	0.000295993	0.001038145	0.000727706	0.000485854	0.000535752	0.002174501	0.000783729	0.000257706	0.00112952	0.000247637	0.003167366	0.003700513	0.00028166	0.000488765	0.000239085	0.001453269	0.000852898	0.000865573	0.000635193	0.000390731	0.001109318	0.000103068	8.39E-05	7.44E-05	0.000142044	2.35E-05	2.14E-05	6.59E-06	0.003625706	0.006238163	4.09E-05	7.89E-05	0.00044704	0.000337184	0	0	0
multidrug__mexE	0	0	0.000174967	0	5.78E-05	7.17E-05	0.000294649	0.000200807	0	0.000355291	0.000307081	0.001247433	0.001724957	0.000957478	0.000421905	0	0.000303194	0.000184649	0.000262992	3.70E-05	0.00017843	0.000208923	0.000421771	0.000233368	0.000334936	0.00013192	0	0.000247152	0	0	0.001274364	0.00040617	0.000372704	0.000319525	0.000393743	0	0	0	0.000121569	0.000783803	6.26E-05	9.50E-05	0.007282242	0.007704483	0.000345389	0.000792198	0.000755949
multidrug__mexF	0	0.000843321272425751	0.003871833	0.017181587	0.001719518	0.005101926	0.004071684	0.003514164	0.02648511	0.003155926	0.002097319	0.001666751	0.001803168	0.001195849	0.002849684	0.00255313	0.002910005	0.003804599	0.003412905	0.002138513	0.015489229	0.014215699	0.00079365	0.001849321	0.001649094	0.003168463	0.003567168	0.003739328	0.003589609	0.001411532	0.005663528	0.001219259	0.000374524	0.00038579	0.00145215	0.000311467	0.000483564	0.00022655	0.000284907	0.001066409	2.01E-05	4.19E-05	0.003572098	0.003761894	0	0	0.000248164
multidrug__mexG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00704601	0.005609694	0.003357859
multidrug__mexH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexI	0	0	0.001080067	9.26E-05	0.000139629	8.47E-05	0.000679732	0.000554467	0	0.000159473	0.000619884	6.73E-05	0.000204872	0.000615581	0.000325825	0.000881605	0.000878883	0.001329808	0.001873126	0.000856134	0.001380273	0.001222686	0.0002243	0.000360145	0.000226139	0.001034507	0.001065135	0.001258674	0.001360915	0.000395668	0.002072386	0.00010447	5.88E-05	1.37E-05	1.60E-05	0	7.22E-06	0	0.000336941	0.000802286	2.76E-05	5.23E-05	0.001034483	0.001353336	0	0	0
multidrug__mexT	0	0	0.000650753	0	0.000509497	0	0.000141731	0.000756804	0.000102115	0.001091075	0.000835523	0.008048577	0.007914701	0.000577598	0.000169845	0.000539484	0.000559055	0.00571888	0.003580195	0.000373134	0.000107926	0.000254943	0.000416071	0.000242388	0	0.000721945	0.000345907	0.000835058	0.000559037	0	0.00010986	0	0.00038841	0.000257045	0.000250066	0	0	0	0.00218958	0.001282863	8.63E-05	7.08E-05	0.003597684	0.002945867	0.000466486	0.000802335	0.000574468
multidrug__mexW	0	0	0.002191583	0.000187961	0.002053133	0.001144631	0.002938388	0.00254108	0.000183781	0.001353474	0.002471643	0.001066154	0.001217437	0.001807238	0.000990155	0.003595174	0.002915572	0.00532066	0.005645384	0.003068778	0.00377601	0.003466703	0.001116146	0.001109692	0.000998617	0.003074475	0.002488129	0.003769906	0.003782652	0.002407711	0.003238865	0.001640227	2.66E-05	2.78E-05	8.92E-05	4.21E-05	7.30E-06	2.02E-05	0.000675299	0.002033056	2.45E-05	1.56E-05	0.00030489	0.000326182	0.000364752	0.000418238	0.000299457
multidrug__mexY	0	0	0	0	0	5.56E-05	8.92E-05	2.60E-05	0	2.94E-05	9.84E-05	9.11E-05	8.07E-05	0.000484925	0.000213891	1.89E-05	6.65E-05	7.01E-05	0.000102445	4.36E-05	0.000135914	0.000160452	0.000642517	0.000221602	0.000254472	8.63E-05	4.56E-05	0.00018777	5.43E-05	0.00012987	0.000518778	0.000154306	3.86E-05	6.74E-06	0	0	0	0	0.000179489	0.001090514	3.40E-06	3.03E-06	5.53E-05	6.06E-05	0	0	0.000259951
multidrug__mtrE	0	0	0	0	0	0	0	0	0	0	4.41E-05	0.001221118	0.001007177	0.000135639	0	4.22E-05	0	0	0	6.50E-05	0	0	8.84E-05	0	0	0	3.40E-05	4.20E-05	8.10E-05	0	0.000152228	0	0	0	0	0	0	0	2.62E-05	5.70E-05	0	0	0	0	0	0	0.000377115
multidrug__multidrug_ABC_transporter	0	0.00197214618946789	0.005349706	0.025292463	0.008747748	0.01045433	0.008461848	0.008901301	0.028898907	0.001496707	0.003734542	0.004116754	0.003490068	0.008659846	0.00781586	0.009639612	0.010127413	0.006539581	0.006288781	0.009456194	0.011409138	0.009846562	0.007843433	0.007112164	0.007170635	0.00910147	0.008830461	0.008783758	0.0142076	0.012316089	0.011095336	0.009293272	0.006313206	0.00457304	0.005413272	0.003378989	0.003433574	0.003990372	0.003350055	0.003149394	0.001457329	0.001216954	0.003534089	0.003771291	0.00E+00	0	0
multidrug__multidrug_transporter	0.000813340603416939	0.00111529638335835	0.002696927	0.021559603	0.001718078	0.001405034	0.002087541	0.001844073	0.002704653	0.002724014	0.004354845	0.016981805	0.018895683	0.008969638	0.005280144	0.006272341	0.00608046	0.00862413	0.010060313	0.006893127	0.009430709	0.010910569	0.00999322	0.006643162	0.006568421	0.00630565	0.006793856	0.009041129	0.00731258	0.000777243	0.016826081	0.001644399	0.002558918	0.00289898	0.003711044	0.00034624	0.000341772	0.000371686	0.007509419	0.015383012	0.001569976	0.001972446	0.057937037	0.067946814	0.004933444	0.006768084	0.010425194
multidrug__norA	0	0	0	0	0	0	0	0	0	0	0	6.73E-05	0	0	0	5.11E-05	0	6.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65E-05	0	0	0	0	2.11E-05	0	5.52E-05	2.46E-05	0.000170857	9.11E-05	0.000229014	0	0.003165157
multidrug__opcM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.13E-05	0	0	0	0	0	0	0	0.000262503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006917497	0.009512474	0.006852041
multidrug__opmD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__oprA	0	0	0	0	0	0	4.52E-05	5.27E-05	0	0	3.99E-05	1.68E-05	4.09E-05	0.00011644	0.000108292	0	0	4.74E-05	0	2.94E-05	0.000137626	0	8.13E-05	5.98E-05	0	3.50E-05	6.16E-05	0.000114092	0.000183373	0	0.000420277	0	0	0	0	0	0	0	2.37E-05	0.000121732	6.53E-06	0	7.58E-06	0	0	0	0
multidrug__oprC	0	0	8.81E-05	0	4.56E-05	5.53E-05	0.000118349	6.90E-05	1.97E-05	0.000149677	0.000156671	3.85E-05	5.80E-05	8.04E-05	3.55E-05	7.51E-05	1.10E-05	7.75E-05	6.79E-05	3.86E-05	0.001194098	0.00111764	0	7.84E-05	6.33E-05	0.000103035	0.000110868	0.000112065	8.41E-05	0	4.59E-05	0	0	0	0	0	0	0	2.59E-06	5.69E-06	4.50E-06	6.02E-06	0.001044565	0.001280801	0	0	0
multidrug__oprJ	0	0	0	0	0	0	0.000146535	5.73E-05	0	0	0	9.07E-05	0.000102728	0	0.000117888	0	0	0	0	0	7.37E-05	0	4.35E-05	6.41E-05	6.92E-05	0	0	0.00012265	3.95E-05	0	0	0	0	1.49E-05	0	0	0	0	0.001440904	0.001837113	7.49E-06	1.99E-05	8.61E-05	7.31E-05	0.000456866	8.73E-05	6.25E-05
multidrug__oprM	0	0	0.000189786	0	0.000177984	0.000203479	0.000247238	0.000286569	0	0.000273365	0.000262162	0.002096095	0.002773499	0.001121382	0.000586149	0.000209039	0.00011974	0.000470467	0.000740779	0.000298859	0.00109084	0.000699785	0.00023724	0.000848376	0.000577272	0.000111603	0.000167617	0.0005999	0.000341496	0	0.001309492	0	0.00021575	0.000154909	0.000193412	1.61E-05	0	0	0.001583415	0.001936996	8.55E-05	4.12E-05	0.00214526	0.002353539	0	0	0
multidrug__oprN	0	0	0	0	0	6.19E-05	0	0	0	0	0	0	7.44E-05	0	0	0	0.000110541	5.18E-05	0	3.22E-05	0	0	0	0	0	3.82E-05	3.37E-05	0	0	0	0	0	0	0	0	0	0	0	8.64E-06	7.60E-05	0	6.70E-06	6.12E-05	0	0	0	0.000617239
multidrug__pmrA	0	0	0	0	0	0	0.000135158	0	0	0.000297976	6.03E-05	0	0	0	0	0	0	0	0	0	0	0	5.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacA	0	0	0	0	0	0	0	0	0	0	0	0	1.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacB	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	0.000156246	0	0	0	0	0	0	0	0	0	3.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.42E-05	2.74E-05	0	0	0
multidrug__qacEdelta1	0	0.0201341120484534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188569	6.59E-05	0	0	0	0	7.62E-05	0	3.32E-05	0	0.000424158	6.57E-05	0.00E+00	0	0
multidrug__sdeY	0	0	0	0	0	0	0	0	0	9.76E-06	0	7.42E-05	6.69E-05	0	0	1.88E-05	1.65E-05	9.30E-05	0	5.78E-05	0	0	0	0	0	0	1.51E-05	3.73E-05	5.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14E-05	4.02E-05	0	0	0
multidrug__smeB	0	0	0	0.002089432	2.28E-05	5.54E-05	6.67E-05	5.18E-05	5.92E-05	7.82E-05	3.92E-05	0.000660597	0.00036174	0.000120769	0	0.000488798	0.000663174	0.00048917	0.000382795	0.000535742	0.00094777	0.000999478	0.000240025	1.47E-05	0	0.000378394	0.0004997	0.000355437	0.000577283	0	0.000413466	0	4.49E-05	2.02E-05	6.27E-05	0	2.12E-05	0	0.000132207	0.000513254	0	0	6.29E-05	6.70E-05	0	0	0
multidrug__smeC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281758
multidrug__smeD	0	0	0	0	0	0	0.0001185	0	0	2.60E-05	0.000313475	4.40E-05	0	0.000161179	0	0	4.41E-05	0.001180242	0.001089012	0.000154301	0.000540724	0.000426309	0.000159899	0	8.44E-05	0.000137612	0.00012105	0.000149674	0.000529315	0	0.001377434	0.000136421	0	1.79E-05	0	0	1.89E-05	5.22E-05	0.000145043	0.001504839	0	0	0.000219988	0.000232243	0	0	0
multidrug__smeE	0	0	0.00013358	0	2.30E-05	2.79E-05	4.48E-05	7.84E-05	0	1.97E-05	7.91E-05	0.000174907	0.000101353	0.000365442	0.000107459	0.000113776	0.000217397	7.05E-05	7.72E-05	0.000248282	6.83E-05	0.000201626	0.00054473	0.000118779	3.20E-05	0.00024288	0.000106914	0.000245298	0.00014557	0	0.000590812	5.17E-05	1.94E-05	1.36E-05	6.33E-05	0	0	0	9.02E-05	0.000319246	6.83E-06	3.04E-06	0.000253902	0.000189357	0	0	0.001000216
multidrug__smeF	0	0	0	0	0	0	0	5.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.38E-05	0	0	0	0	0.000114193	0	0	0	0	0.000304101	0	0	0	1.77E-05	0	0	0	1.72E-05	0.000113736	0	0	8.85E-06	3.02E-05	0	0	0.002178835
multidrug__ykkC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137868	0	0	0	0	0	0	0	0	6.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ykkD	0	0	0	0	0	0	0	0	0	0	0	8.25E-05	0	0	0	0	0	0	0	0.000144657	0	0	0.000199831	0	0	0	0.00015128	0.000186894	0	0	0	0	0	0	0.000156708	0	0	0	7.77E-05	0.000170922	3.38E-05	0	0.000117883	0.00020095	0	0	0
polymyxin__arnA	0	0	0.004630788	0.000144388	0.000725647	0	0.00109509	0.001317278	0	0.000574963	0.001028807	0.003714192	0.007027125	0.005854454	0.00135464	0.000567729	0.000974992	0.000555346	0.000608411	0.000713423	0.002474767	0.00171565	0.002416133	0.000631686	0.000528857	0.000792776	0.000914557	0.000832528	0.001032222	0.001645018	0.004052489	0.002280295	0.000978272	0.002274359	0.001807483	0.000148263	5.63E-05	4.16E-05	0.00046352	0.000761379	0.000231281	0.000484169	0.045184884	0.050713982	0.002363706	0.00229334	0.002686943
polymyxin__eptA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__icr-Mc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__icr-Mo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
puromycin__puromycin resistance protein	0	0	0	0	0.000142821	5.77E-05	4.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__abaQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__mfpA	0	0	0	0	0	0	0	0	0.000339269	0.000168133	0.004947269	0	7.68E-05	0	0.001832096	0.000431063	0.000760295	0.000400577	0.000292569	0.000166	0.00019403	0	0.000114657	0.00092816	0.000544958	0.000788743	0.0002604	0.000107234	0.00020682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001311514	0	0
quinolone__norB	0	0	0	0	0	0	0	0	0	4.39E-05	4.42E-05	0.000184937	9.06E-05	0	0	0	0	0	0	3.26E-05	0	0	0	0	0	0	6.82E-05	0	0	0	7.76E-05	0	1.43E-05	0	1.77E-05	0	0	0	0.000156034	3.84E-05	1.52E-05	1.36E-05	0.000105797	1.51E-05	0	0	0
quinolone__qepA	0	0	0	0	0	0	0	5.32E-05	0	0	0.000120799	1.70E-05	4.13E-05	0.000123959	0.000109352	7.72E-05	0.000136139	9.56E-05	0	0.000267517	0.000694863	0.000410353	4.11E-05	3.02E-05	0	3.53E-05	0.00012434	0	0.0001111	0	0.000212195	0	0	0	0	0	0	0	3.99E-05	7.02E-05	0	0	0	0	0	0	0
quinolone__qnrA	0	0	0	0	0	0	0	0	0	4.70E-05	0.000188772	0	0.000161173	0	0	0	0	0.000112088	0	0	0	0	9.62E-05	0	0	0	0	0	0	0	0	0	0	0	7.55E-05	0	0	0	3.74E-05	0	0	0	0.000189262	0.000354889	0	0	0
quinolone__qnrB	0	0.00546754599097536	0	0	0	0	0	0	0	0	0	0.000121054	3.28E-05	0	0	0	0	0	0	0	0	0	9.80E-05	0	0	0	0	0	0	0	0	0	0.000156848	0	0	0	0	0	5.52E-05	0	1.65E-05	4.44E-05	0.003319219	0.004294855	0	0	0
quinolone__qnrS	0.0298724333770205	0	0	0	0.000219691	0	0	0.000124628	0.000711998	0.011898253	0.031699591	0.009372975	0.052644947	0.004649047	0	0.000361855	0.000319115	0.006275414	0.003068298	0.0004171	0	0	0.001636227	0	0	0.000165527	0.000437186	0.000720142	0.001995398	0	0	0	0.001172356	0.000387486	0.000377393	0	3.41E-05	0	0.000710505	4.12E-05	0	1.45E-05	0.016312721	0.020172304	0	0	0
rifamycin__ADP-ribosylating transferase_arr	0.00802240896358543	0	0.001021497	0	0	0	0.001078048	0.001550186	0	0.001313127	0.003685584	0.002676355	0.001045425	0.003472913	0.003180588	0.013175785	0.010907249	0.012068818	0.007588429	0.019203481	0.005708345	0.006221783	0.00148775	0.003752766	0.002903802	0.009694469	0.014053695	0.012527133	0.008025737	0	0.004974913	0	0.000516594	0.000143246	0.000330358	0	0	0	0.000513132	0.000915359	0.000156613	0.000351975	0.002113261	0.001473611	0	0	0.000724421
rifamycin__rifampin monooxygenase	0	0	0.000146235	0	0.00010051	6.01E-05	4.83E-05	5.72E-05	0.000129752	0.000171884	0.000213004	5.38E-05	8.80E-05	0.000395627	0.003364248	0.000164351	0.000216648	0.000101181	0.000334061	0.000190001	0.000444322	0.000785264	0.000219204	0.001028574	0.001038069	7.54E-05	0.000133064	0.000327069	0.000316563	0	0.001125614	0.000334779	0	0	0	0	0	0	0	3.74E-05	0	0	0	0	0	0	0.000205681
rifamycin__rifampin resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
spectinomycin__spcN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sulfonamide__sul1	0	0.0128472392137672	0	0.028913421	0.004130783	0.001243864	0.002002296	0.000194759	0.000961087	0.013037066	0.093123616	0.012095488	0.012543215	0.009929875	0.008833475	0.029995338	0.033939316	0.02017902	0.014674159	0.029022772	0.023669264	0.025194074	0.016397939	0.008593475	0.010128691	0.021957178	0.023676439	0.012512236	0.012726845	0.00097286	0.009876089	0	0.01804971	0.011540212	0.022816986	0.001058082	0.001333609	0.000825712	0.080751782	0.154403811	0.008062887	0.008292401	0.068756569	0.05520269	0	0.000986383	0.006823961
sulfonamide__sul2	0.00377438060094886	0.00415378935710142	0.000256317	0	0.000265089	0	0.000172065	0.000200508	0	0.000303489	0.000900654	0.00152655	0.003207464	0.001023121	0.001881983	0.002233528	0.002666733	0.002239033	0.0035938	0.000774591	0.004915472	0.004432023	0.001577816	0.004199249	0.004362044	0.001268286	0.001219525	0.000686185	0.002283458	0	0.001109666	0	0.006967098	0.003651713	0.010071221	0.000268401	0.000131057	7.58E-05	0.027105904	0.068376271	0.0013789	0.001550201	0.083845675	0.085427471	0	0	0
